X,Y1,Y2
"Halláronse presentes a la plática la sobrina y ama, y no se hartaban de dar gracias a Dios de ver a su señor con tan buen entendimiento; pero el cura, mudando el propósito primero, que era de no tocarle en cosa de caballerías, quiso hacer de todo en todo esperiencia si la sanidad de don Quijote era falsa o verdadera, y así, de lance en lance, vino a contar algunas nuevas que habían venido de la corte, y, entre otras, dijo que se tenía por cierto que el Turco bajaba con una poderosa armada, y que no se sabía su designio ni adónde había de descargar tan gran nublado, y con este temor, con que casi cada año nos toca",1,0
"En fin, por caminos desusados, por atajos y sendas encubiertas, partieron Roque, don Quijote y Sancho con otros seis escuderos a Barcelona.",1,0
"Viendo, pues, mi padre que, según él decía, no podía irse a la mano contra su condición, quiso privarse del instrumento y causa que le hacía gastador y dadivoso, que fue privarse de la hacienda, sin la cual el mismo Alejandro pareciera estrecho.",0,1
"En tanto que Sancho Panza y su mujer Teresa Cascajo pasaron la impertinente referida plática, no estaban ociosas la sobrina y el ama de don Quijote, que por mil señales iban coligiendo que su tío y señor quería desgarrarse la vez tercera y volver al ejercicio de su para ellas malandante caballería: procuraban por todas las vías posibles apartarle de tan mal pensamiento, pero todo era predicar en desierto y majar en hierro frío.",1,0
"A cada uno di este aviso de por sí, con orden que aunque allí viesen a otros cristianos, no les dijesen sino que yo les había mandado esperar en aquel lugar.",1,0
"Despidióse del cabrero don Quijote y, subiendo otra vez sobre Rocinante, mandó a Sancho que le siguiese, el cual lo hizo, con su jumento, de muy mala gana.",1,0
"Volvió a decir el retor que mirase lo que hacía, porque sin duda alguna el licenciado aún se estaba loco.",0,1
¿Adónde has tú hallado que los alcázares y palacios reales estén edificados en callejuelas sin salida?,0,0
"Estaba el vizcaíno tan turbado, que no podía responder palabra; y él lo pasara mal, según estaba ciego don Quijote, si las señoras del coche, que hasta entonces con gran desmayo habían mirado la pendencia, no fueran a donde estaba y le pidieran con mucho encarecimiento les hiciese tan gran merced y favor de perdonar la vida a aquel su escudero.",1,0
"Lloraba Sancho la muerte de su señor, que aquella vez sin duda creía que llegaba en las garras de los leones; maldecía su ventura y llamaba menguada la hora en que le vino al pensamiento volver a servirle; pero no por llorar y lamentarse dejaba de aporrear al rucio para que se alejase del carro.",0,0
Él le respondió que por enamorado iba de aquella manera.,1,0
"Andalucía; un Diego García de Paredes, Estremadura; un Garci Pérez de Vargas, Jerez; un Garcilaso, Toledo; un don Manuel de León, Sevilla, cuya leción de sus valerosos hechos puede entretener, enseñar, deleitar y admirar a los más altos ingenios que los leyeren.",1,0
"Estéril queréis decir, amigo",0,1
¿Cómo se llama este caballero?,0,1
En la gran ciudad del Toboso.,0,0
Yo tendré cuidado,0,1
"A todo estaba presente Sancho, embobado y atónito de ver la honra que a su señor aquellos príncipes le hacían; y viendo las muchas ceremonias y ruegos que pasaron entre el duque y don Quijote para hacerle sentar a la cabecera de la mesa, dijo:",1,0
"Y no le digas más, ni yo quiero decirte más a ti, sino advertirte que consideres que esta segunda parte de Don Quijote que te ofrezco es cortada del mismo artífice y del mesmo paño que la primera, y que en ella te doy a don Quijote dilatado, y finalmente muerto y sepultado, porque ninguno se atreva a levantarle nuevos testimonios, pues bastan los pasados y basta también que un hombre honrado haya dado noticia destas discretas locuras, sin querer de nuevo entrarse en ellas: que la abundancia de las cosas, aunque sean buenas, hace que no se estimen, y la carestía, aun de las malas, se estima en algo.",1,0
"Discurra, si quisiere, por otras delicadezas, y déjese de pedir gullurías.",0,0
Hacíanles el son cuatro diestros tañedores de tamboril y flauta.,0,0
A lo cual respondió el de la vara:,1,0
"Dígame, señor licenciado, aquel del caballo ¿no es Sancho Panza, el que dijo el ama de nuestro aventurero que había salido con su señor por escudero?",0,0
"Pero, dime, ¿qué joya fue la que te dio al despedirte, por las nuevas que de mí le llevaste?",0,0
"A lo que su traductor dice que el jurar Cide Hamete como católico cristiano, siendo él moro, como sin duda lo era, no quiso decir otra cosa sino que así como el católico cristiano, cuando jura, jura o debe jurar verdad y decirla en lo que dijere, así él la decía como si jurara como cristiano católico en lo que quería escribir de don Quijote, especialmente en decir quién era maese Pedro y quién el mono adivino que traía admirados todos aquellos pueblos con sus adivinanzas.",1,0
"respondió Sancho- que vuesa merced es como lo que dicen: «Dijo la sartén a la caldera: Quítate allá, ojinegra».",0,0
Y también le dijo:,0,0
"Los que mi padre tenía eran tres, todos varones y todos de edad de poder elegir estado.",0,1
"«En buena mano está, compadre",0,1
Bien podrá ser,0,1
"Allí era el brincar de las almas, el retozar de la risa, el desasosiego de los cuerpos y finalmente el azogue de todos los sentidos.",1,0
¿Qué hemos de hacer ahora?,0,0
¿Cómo la pobreza?,0,1
Por el omnipotente Dios juro,0,1
Mejor fuera que las palabras que en la carrera gastó encomendándose a su dama las gastara en lo que debía y estaba obligado como cristiano.,0,0
"Muchas palabras de comedimiento y muchos ofrecimientos pasaron entre don Quijote y don Fernando, pero a todo puso silencio un pasajero que en aquella sazón entró en la venta, el cual en",0,0
"muchas amistades, y que le quité de que no le palmease las espaldas el verdugo por ser demasiadamente atrevido.",1,0
"Y con esta opinión y un duro lazo, acelerando el miserable plazo a que me han conducido sus desdenes, ofreceré a los vientos cuerpo y alma, sin lauro o palma de futuros bienes.",1,0
"Una no más quiero que me escuches, ¡oh valeroso don Quijote!",0,1
"Duro se nos hizo de creer la continencia del mozo, pero ella lo afirmó con tantas veras, que fueron parte para que eldesconsolado padre se consolase, no haciendo cuenta de las riquezas que le llevaban, pues le habían dejado a su hija con la joya que, si una vez se pierde, no deja esperanza de que jamás se cobre.",1,0
No sé quién te lo enseña .,0,0
No se le quedó nada,0,1
¡A mí con eso!,0,0
Sois un grandísimo bellaco,0,1
"Pero antes que se moviese el carro salió la ventera, su hija y Maritornes a despedirse de don Quijote, fingiendo que lloraban de dolor de su desgracia; a quien don Quijote dijo:",1,0
preguntó la asturiana Maritornes.,0,0
Eso está de molde,0,1
"Verdad dices, Sancho",0,1
"Yo, pobrecilla, sola entre los míos, mal ejercitada en casos semejantes, comencé no sé en qué modo a tener por verdaderas tantas falsedades, pero no de suerte que me moviesen a compasión menos que buena sus lágrimas y suspiros; y así, pasándoseme aquel sobresalto primero, torné algún tanto a cobrar mis perdidos espíritus y, con más ánimo del que pensé que pudiera tener, le dije: «Si como estoy, señor, en tus brazos, estuviera entre los de un león fiero, y el librarme dellos se me asegurara con que hiciera o dijera cosa que fuera en perjuicio de mi honestidad, así fuera posible hacella o decilla como es posible dejar de haber sido lo que fue.",0,0
"vida, harto mejor haría yo, vuelvo a decir, en volverme a mi casa y a mi mujer y a mis hijos, y sustentarla y criarlos con lo que Dios fue servido de darme, y no andarme tras vuesa merced por caminos sin camino y por sendas y carreras que no las tienen, bebiendo mal y comiendo peor.",1,0
"Sancho, que a todo estaba presente, dijo, meneando la cabeza a una parte y a otra:",0,0
"respondió Sancho-, que el retirar no es huir, ni el esperar es cordura, cuando el peligro sobrepuja a la esperanza, y de sabios es guardarse hoy para mañana y no aventurarse todo en un día.",0,0
"No, por cierto, que este es ejercicio y oficio de hombres robustos, curtidos y criados para tal ministerio casi desde las fajas y mantillas.",0,0
No la hallé,0,1
¿Y quién le mató?,0,1
dijo Sancho- para el puto que no se casare en abriendo el gaznatico al señor Pandahilado !,0,0
"La ventera, ventero, su hija y Maritornes, que vieron venir a don Quijote y a Sancho, les salieron a recebir con muestras de mucha alegría, y él las recibió con grave continente y aplauso, y díjoles que le aderezasen otro mejor lecho que la vez pasada.",1,0
"Amigo Sancho Panza, ¿adónde queda vuestro amo?",0,0
"Don Quijote, que otra cosa no deseaba, se levantó y mandó a Sancho que ensillase y enalbardase al momento, lo cual él hizo con mucha diligencia, y con la mesma se pusieron luego todos en camino.",1,0
"Estas fueron las razones que Anselmo dijo a Lotario, a todas las cuales estuvo tan atento, que, si no fueron las que quedan escritas que le dijo, no desplegó sus labios hasta que hubo acabado; y viendo que no decía más, después que le estuvo mirando un buen espacio, como si mirara otra cosa que jamás hubiera visto, que le causara admiración y espanto, le dijo:",1,0
"Y diciendo esto, dio muestras de desmayarse.",0,0
No son los amores como los que vuestra merced piensa,0,1
"que él le había dado lugar para llegar a aquel punto, porque no tuviese en menos su amor y pensase que así, acaso y sin pensar, y no de propósito, la había solicitado.",1,0
"No tratamos tan secretamente nuestros amores, que no viniesen a noticia de mi señora, la cual, por escusar dimes y diretes, nos casó en paz y en haz de la santa madre Iglesia Católica Romana, de cuyo matrimonio nació una hija para rematar con mi ventura, si alguna tenía, no porque yo muriese del parto, que le tuve derecho y en sazón, sino porque desde allí a poco murió mi esposo de un cierto espanto que tuvo, que, a tener ahora lugar para contarle, yo sé que vuestra merced se admirara.",0,0
"Esta figura que vuesa merced en mí ha visto, por ser tan nueva y tan fuera de las que comúnmente se usan, no me maravillaría yo de que le hubiese maravillado, pero dejará vuesa merced de estarlo cuando le diga, como le digo, que soy caballero destos que dicen las gentes que a sus aventuras van.",0,0
Partióles el maestro de las ceremonias el sol y puso a los dos cada uno en el puesto donde habían de estar.,1,0
"Yo tengo más armas que letras, y nací, según me inclino a las armas, debajo de la influencia del planeta Marte, así que casi me es forzoso seguir por su camino, y por él tengo de ir a pesar de todo el mundo, y será en balde cansaros en persuadirme a que no quiera yo lo que los cielos quieren, la fortuna ordena y la razón pide, y, sobre todo, mi voluntad desea; pues con saber, como sé, los innumerables trabajos que son anejos a la andante, sé también los infinitos bienes que se alcanzan con ella y sé que la senda de la virtud es muy estrecha, y el camino del vicio, ancho y espacioso; y sé que sus",1,0
"Dígote, Sancho",0,1
¿Quién ha de ser,0,1
Mi desventura.,0,0
"Ahora yo te digo, Sancho",0,1
"Calla, Teresa",0,1
Lo que yo veo y columbro,0,1
"Conjúrote, por lo que debes a tu bondad fidelísima, me seas buen intercesor con tu dueño, para que luego favorezca a esta humilísima y desdichadísima condesa.",0,0
Bien se me alcanza eso,0,1
"Añadió también vuestra merced diciendo que me habían hecho mucho daño tales libros, pues me habían vuelto el juicio y puéstome en una jaula, y que me sería mejor hacer la enmienda y mudar de letura, leyendo otros más verdaderos y que mejor deleitan y enseñan.",0,0
Si yo mal no me acuerdo,0,1
Ni yo tampoco,0,1
"Yo gobernaré esta ínsula sin perdonar derecho ni llevar cohecho, y todo el mundo traiga el ojo alerta y mire por el virote, porque les hago saber que el diablo está en Cantillana y que si me dan ocasión han de ver maravillas.",0,0
Ni para mí tampoco,0,1
"De Dios en ayuso, no os entendemos, Teresa, ni sabemos lo que os decís.",0,0
"Vio que sus escuderos, que así llaman a los que andan en aquel ejercicio, iban a despojar a Sancho Panza; mandóles que no lo hiciesen, y fue luego obedecido, y así se escapó la ventrera.",1,0
"Contó don Antonio al visorrey todo lo que Carrasco le había contado, de lo que el visorrey no recibió mucho gusto, porque en el recogimiento de don Quijote se perdía el que podían tener todos aquellos que de sus locuras tuviesen noticia.",1,0
Advierta vuestra merced,0,1
"No quedaron arrepentidos los duques de la burla hecha a Sancho Panza del gobierno que le dieron, y más que aquel mismo día vino su mayordomo y les contó punto por punto todas casi las palabras y acciones que Sancho había dicho y hecho en aquellos días, y finalmente les encareció el asalto de la ínsula, y el miedo de Sancho y su salida, de que no pequeño gusto recibieron.",1,0
"¡Albricias, señor don Quijote, que don Gregorio y el renegado que fue por él está en la playa!",0,0
"Dejémosle apear, que después se lo preguntaremos.",0,0
Eso estaba puesto en razón,0,1
"voluntad a Basilio, que yo le daré a él un saco de buena ventura: que el amor, según yo he oído decir, mira con unos antojos que hacen parecer oro al cobre, a la pobreza, riqueza, y a las lagañas, perlas.",1,0
"Una vez me mandó que fuese a desafiar a aquella famosa giganta de Sevilla llamada la Giralda, que es tan valiente y fuerte como hecha de bronce, y sin mudarse de un lugar es la más movible y voltaria mujer del mundo.",0,0
Marinero soy de amor y en su piélago profundo navego sin esperanza de llegar a puerto alguno.,0,0
"vuestros enemigos; y habiendo discurrido una y muchas veces en mi entendimiento sobre vuestro negocio, hallo, según las leyes del duelo, que estáis engañados en teneros por afrentados, porque ningún particular puede afrentar a un pueblo entero, si no es retándole de traidor por junto, porque no sabe en particular quién cometió la traición por que le reta.",1,0
"Dame, desdén, una torcida soga.",1,0
"El cura lo sosegó todo, prometiendo de satisfacerles su pérdida lo mejor que pudiese, así de los cueros como del vino, y principalmente del menoscabo de la cola, de quien tanta cuenta hacían.",1,0
"Abre los brazos y recibe también tu hijo don Quijote, que, si viene vencido de los brazos ajenos, viene vencedor de sí mismo, que, según él me ha dicho, es el mayor vencimiento que desearse puede.",0,0
"De la culpa que tú tienes lleve la triste la pena, que justos por pecadores tal vez pagan en mi tierra.",1,0
"Y en esto se resuelven todos cuantos de su desgracia han sido los autores, y a esto es mi venida, mis señores.",1,0
De buena gana,0,1
¿Cómo fuera de la ciudad?,0,1
"Finalmente, con una no vista arrogancia llamaba de vos a sus iguales y a los mismos que le conocían, y decía que su padre era su brazo, su linaje sus obras, y que, debajo de ser soldado, al mismo rey no debía nada.",1,0
"En esto atravesaron al jabalí poderoso sobre una acémila, y, cubriéndole con matas de romero y con ramas de mirto, le llevaron, como en señal de vitoriosos despojos, a unas grandes tiendas de campaña que en la mitad del bosque estaban puestas, donde hallaron las mesas en orden y la comida aderezada, tan sumptuosa y grande, que se echaba bien de ver en ella la grandeza y magnificencia de quien la daba.",1,0
En el principio no parece sino de amores,0,1
"No, no, Sancho amigo: huye, huye destos inconvinientes, que quien tropieza en hablador y en gracioso, al primer puntapié cae y da en truhán desgraciado.",0,0
"respondió la señora-, vos habéis dado la embajada vuestra con todas aquellas circunstancias que las tales embajadas piden.",0,0
"Sí diré, por cierto",0,1
"A la sombra del árbol estaba, como se ha dicho, y allí, como moscas a la miel, le acudían y picaban pensamientos: unos iban al desencanto de Dulcinea y otros a la vida que había de hacer en su forzosa retirada.",1,0
"respondió Sancho-, puesto que yo no lo sé; solo sé que, después que somos caballeros andantes, o vuestra merced lo es (que yo no hay para qué me cuente en tan honroso número), jamás hemos vencido batalla alguna, si no fue la del vizcaíno, y aun de aquella salió vuestra merced con media oreja y media celada menos; que después acá todo ha sido palos y más palos, puñadas y más puñadas, llevando yo de ventaja el manteamiento, y haberme sucedido por personas encantadas, de quien no puedo vengarme para saber hasta dónde llega el gusto del vencimiento del enemigo, como vuestra merced dice.",0,0
Que me viva él mil años,0,1
"Y mandándome a mí, por ser el mayor, que respondiese, después de haberle dicho que no se deshiciese de la hacienda, sino que gastase todo lo que fuese su voluntad, que nosotros éramos mozos para saber ganarla, vine a concluir en que cumpliría su gusto, y que el mío era seguir el ejercicio de las armas, sirviendo en él a Dios y a mi rey.",0,1
"Y una de las cosas en que más este caballero mostró su prudencia, valor, valentía, sufrimiento, firmeza y amor, fue cuando se retiró, desdeñado de la señora Oriana, a hacer penitencia en la Peña Pobre, mudado su nombre en el de Beltenebros, nombre por cierto significativo y proprio para la vida que él de su voluntad había escogido.",1,0
Pues en verdad que lo yerra vuesa merced,0,1
"A lo menos no seré yo tan venturoso como lo fue mi señor don Quijote de la Mancha cuando decendió y bajó a la cueva de aquel encantado Montesinos, donde halló quien le regalase mejor que en su casa, que no parece sino que se fue a mesa puesta y a cama hecha.",0,0
"Mirad, Teresa",0,1
"Con esta intención siguió su camino, por el cual anduvo dos días sin acontecerle cosa digna de ponerse en escritura, hasta que al tercero, al subir de una loma, oyó un gran rumor de atambores, de trompetas y arcabuces.",1,0
"No hubo ella dicho esto, cuando Cardenio y el barbero se le pusieron al lado, deseosos de ver cómo fingía su historia la discreta Dorotea, y lo mismo hizo Sancho, que tan engañado iba con ella como su amo.",1,0
"No más refranes, Sancho",0,1
"facilidad rapase a vuestras mercedes como mi espada raparía de los hombros la cabeza de Malambruno; que Dios sufre a los malos, pero no para siempre.",1,0
"dijo don Quijote-, que más fío de tu amor y de tu cortesía; y, así, has de saber que esta noche me ha sucedido una de las más estrañas aventuras que yo sabré encarecer, y, por contártela en breve, sabrás que poco ha que a mí vino la hija del señor deste castillo, que es la más apuesta y fermosa doncella que en gran parte de la tierra se puede hallar.",0,0
¿Qué son gurapas?,0,1
"En lo del asno reparó un poco don Quijote, imaginando si se le acordaba si algún caballero andante había traído escudero caballero asnalmente, pero nunca le vino alguno a la memoria; mas, con todo esto, determinó que le llevase, con presupuesto de acomodarle de más honrada caballería en habiendo ocasión para ello, quitándole el caballo al primer descortés caballero que topase.",1,0
"En esto, alzó los ojos y vio que su amo estaba parado, procurando con la punta del lanzón alzar no sé qué bulto que estaba caído en el suelo, por lo cual se dio priesa a llegar a ayudarle si fuese menester, y cuando llegó fue a tiempo que alzaba con la punta del lanzón un cojín y una maleta asida a él, medio podridos, o podridos del todo, y deshechos; mas pesaba tanto, que fue necesario que Sancho se apease a tomarlos, y mandóle su amo que viese lo que en la maleta venía.",1,0
"Limpiólas y aderezólas lo mejor que pudo; pero vio que tenían una gran falta, y era que no tenían celada de encaje, sino morrión simple; mas a esto suplió su industria, porque de cartones hizo un modo de media celada que, encajada con el morrión, hacían una apariencia de celada entera.",1,0
"De nuevo nuevas gracias dio don Quijote a la duquesa, y en cenando don Quijote se retiró en su aposento solo, sin consentir que nadie entrase con él a servirle: tanto se temía de encontrar ocasiones que le moviesen o forzasen a perder el honesto decoro que a su señora Dulcinea guardaba, siempre puesta en la imaginación la bondad de Amadís, flor y espejo de los andantes caballeros.",0,0
"De esta hermosura, y no como se debe encarecida de mi torpe lengua, se enamoró un número infinito de príncipes así naturales como estranjeros, entre los cuales osó levantar los pensamientos al cielo de tanta belleza un caballero particular que en la corte estaba, confiado en su mocedad y en su bizarría y en sus muchas habilidades y gracias, y facilidad y felicidad de ingenio.",1,0
"hacer es dar noticia a su capitán de lo que pasa, para que lo remedie con alguna contramina, y él estarse quedo, temiendo y esperando cuándo improvisamente ha de subir a las nubes sin alas y bajar al profundo sin su voluntad.",1,0
"mirar lo que hacen, que después de representadas tienen necesidad los recitantes de huirse y ausentarse, temerosos de ser castigados, como lo han sido muchas veces, por haber representado cosas en perjuicio de algunos reyes y en deshonra de algunos linajes.",1,0
No muchos,0,1
Nunca los cetros y coronas de los emperadores farsantes,0,1
"Pero llegaos aquí, Sancho, que con licencia destos señores os quiero hablar aparte dos palabras.",0,0
"Y sacando encontinente la mano de bajo del herreruelo mostró en ella cinco caperuzas puestas en las cinco cabezas de los dedos de la mano, y dijo:",0,0
"Y aunque no halló más de lo hallado, dio por bien empleados los vuelos de la manta, el vomitar del brebaje, las bendiciones de las estacas, las puñadas del arriero, la falta de las alforjas, el robo del gabán, y toda la hambre, sed y cansancio que había pasado en servicio de su buen señor, pareciéndole que estaba más que rebién pagado con la merced recebida de la entrega del hallazgo.",0,0
"Cuenta Cide Hamete Benengeli, autor arábigo y manchego, en esta gravísima, altisonante, mínima, dulce e imaginada historia, que después que entre el famoso don Quijote de la Mancha y Sancho Panza, su escudero, pasaron aquellas razones que en el fin del capítulo veinte y uno quedan referidas, que don Quijote alzó los ojos y vio que por el camino que llevaba venían hasta doce hombres a pie, ensartados como cuentas en una gran cadena de hierro por los cuellos, y todos con esposas a las manos; venían ansimismo con ellos dos hombres de a caballo y dos de a pie: los de a caballo, con escopetas de rueda, y los de a pie, con dardos y espadas; y que así",1,0
"Y hay más: que cada vez que le veo o le oigo cantar tiemblo toda y me sobresalto, temerosa de que mi padre le conozca y venga en conocimiento de nuestros deseos.",1,0
"Hízolo con mucha presteza Sancho, y, aunque la maleta venía cerrada con una cadena y su candado, por lo roto y podrido della vio lo que en ella había, que eran cuatro camisas de delgada holanda y otras cosas de lienzo no menos curiosas que limpias, y en un pañizuelo halló un buen montoncillo de escudos de oro; y así como los vio dijo:",1,0
"Dulcinea, no invidiara a la mayor ventura que alcanzó o pudo alcanzar el más venturoso caballero andante de los pasados siglos.",1,0
"Este tal graduado, al cabo de algunos años de recogimiento, se dio a entender que estaba cuerdo y en su entero juicio, y con esta imaginación escribió al arzobispo suplicándole encarecidamente y con muy concertadas razones le mandase sacar de aquella miseria en que vivía, pues por la misericordia de Dios había ya cobrado el juicio perdido, pero que sus parientes, por gozar de la parte de su hacienda, le tenían allí, y a pesar de la verdad querían que fuese loco hasta la muerte.",0,1
preguntó Sancho Panza.,0,0
"¡Oh, mi señor don Quijote de la Mancha, y qué gran contento ha de llegar al corazón de mi señor el duque cuando sepa que vuestra merced vuelve a su castillo, que todavía se está en él con mi señora la duquesa!",0,0
"Por otra parte, veo que Amadís de Gaula, sin perder el juicio y sin hacer locuras, alcanzó tanta fama de enamorado como el que más, porque lo que hizo, según su historia, no fue más de que por verse desdeñado de su señora Oriana, que le había mandado que no pareciese ante su presencia hasta que fuese su voluntad, de que se retiró a la Peña Pobre en compañía de un ermitaño, y allí se hartó de llorar y de encomendarse a Dios, hasta que el cielo le acorrió en medio de su mayor cuita y necesidad.",0,0
"Viéndose tan malparado don Quijote, dijo a su escudero:",1,0
"Los del escuadrón se estuvieron allí hasta la noche, y por no haber salido a la batalla sus contrarios, se volvieron a su pueblo, regocijados y alegres; y si ellos supieran la costumbre antigua de los griegos, levantaran en aquel lugar y sitio un trofeo.",1,0
"Todos juntos y cada uno de por sí viváis siglos infinitos, para gusto y general pasatiempo de los vivientes.",1,0
¡Oh sobrina mía,0,1
"Veía a su señor rendido y obligado a no tomar armas en un año; imaginaba la luz de la gloria de sus hazañas escurecida, las esperanzas de sus nuevas promesas deshechas, como se deshace el humo con el viento.",0,0
"En esto llegó Sancho, y de ver a los dos en aquel traje no pudo tener la risa.",1,0
"¡Había, en hora mala para mí, que no quiero decir para otro, de vivir hoy el famoso don Belianís o alguno de los del inumerable linaje de Amadís de Gaula!",0,0
"Iba Sancho Panza sobre su jumento como un patriarca, con sus alforjas y su bota, y con mucho deseo de verse ya gobernador de la ínsula que su amo le había prometido.",1,0
por los dos amantes y los ojos fueron las lenguas que descubrieron sus alegres y honestos pensamientos.,1,0
"respondió el mozo-, porque en todo el camino no la he visto el rostro; suspirar sí la he oído muchas veces, y dar unos gemidos, que parece que con cada uno dellos quiere dar el alma.",0,0
No perdió el engañado don Quijote un solo golpe de la cuenta y halló que con los de la noche pasada eran tres mil y veinte y nueve.,0,0
"De aquí sacarán mis huesos, cuando el cielo sea servido que me descubran, mondos, blancos y raídos, y los de mi buen rucio con ellos, por donde quizá se echará de ver quién somos, a lo menos de los que tuvieren noticia que nunca Sancho Panza se apartó de su asno, ni su asno de Sancho Panza.",0,0
"respondió la sobrina-, Sancho maldito.",0,0
"Aquí es donde ellos alargan más la pluma, como les",1,0
"Al compás de la agradable música vieron que hacia ellos venía un carro de los que llaman triunfales, tirado de seis mulas pardas, encubertadas empero de lienzo blanco, y sobre cada una venía un diciplinante de luz, asimesmo vestido de blanco, con una hacha de cera grande, encendida, en la mano.",1,0
¿Qué digo en la playa?,0,0
Por mías las marco desde aquí,0,1
¿Y es de muy gran peligro esa hazaña?,0,1
"Muerta, pues, la reina, y no desmayada, la enterramos; y apenas la cubrimos con la tierra y apenas le dimos el último vale, cuando,",0,0
"¡Mirá, en hora maza",0,1
"Vamos, señor",0,1
"Venían con ellos asimesmo dos gentileshombres de a caballo, muy bien aderezados de camino , con otros tres mozos de a pie que los acompañaban.",1,0
No hay duda en eso,0,1
Mi profesión,0,1
El rucio rebuzna condolido de nuestra ausencia y Rocinante procura ponerse en libertad para arrojarse tras nosotros.,0,0
"A Sancho le pusieron sobre su jumento, apenas vuelto en sí, y le dejaron ir tras su amo, no porque él tuviese sentido para regirle; pero el rucio siguió las huellas de Rocinante, sin el cual no se hallaba un punto.",1,0
"dijo el del Bosque- con un canonicato quedaré satisfecho de mis servicios, y ya me le tiene mandado mi amo, y ¡qué tal!",0,0
Regostóse la vieja a los bledos...,0,0
"No te muestres, aunque por ventura lo seas, lo cual yo no creo, codicioso, mujeriego ni glotón; porque en sabiendo el pueblo y los que te tratan tu inclinación determinada, por allí te darán batería, hasta derribarte en el profundo de la perdición.",1,0
"Estos, creyendo que la pesadumbre de verse vencido y de no ver cumplido su deseo en la libertad y desencanto de Dulcinea le tenía de aquella suerte, por todas las vías posibles procuraban alegrarle, diciéndole el bachiller que se animase y levantase para comenzar su pastoral ejercicio, para el cual tenía ya compuesta una écloga, que mal año para cuantas Sanazaro había compuesto, y que ya tenía comprados de su propio dinero dos famosos perros para guardar el ganado, el uno llamado Barcino y el otro Butrón, que se los había vendido un ganadero del Quintanar.",1,0
"Llévaste tres tocadores y unas ligas de unas piernas que al mármol paro se igualan en lisas, blancas y negras.",1,0
"La doncella barbera, cuando le tuvo con un palmo de jabonadura, fingió que se le había acabado el agua y mandó a la del aguamanil fuese por ella, que el señor don Quijote esperaría.",0,0
¡Santo Dios!,0,1
"Y diciendo esto, dio dos zapatetas en el aire, con muestras de grandísimo contento, y luego fue a tomar las riendas de la mula de Dorotea, y haciéndola detener se hincó de rodillas ante ella, suplicándole le diese las manos para besárselas, en señal que la recibía por su reina y señora.",0,0
"Pero a buen seguro que él te perdonara, porque fue el más humilde y cortés caballero de su tiempo, y demás, grande amparador de las doncellas; mas tal te pudiera haber oído, que no te fuera bien dello, que no todos son corteses ni bien mirados: algunos hay follones y descomedidos; ni todos los que se llaman caballeros lo son de todo en todo, que unos son de oro, otros de alquimia, y todos parecen caballeros, pero no todos pueden estar al toque de la piedra de la verdad.",0,0
"Y por ahora bien será que os vais a dormir debajo de techado, porque el sereno os podría dañar la herida; puesto que es tal la medicina que se os ha puesto, que no hay que temer de contrario acidente.",0,0
Yo seguro,0,1
"Pensativo además iba don Quijote por su camino adelante, considerando la mala burla que le habían hecho los encantadores volviendo a su señora Dulcinea en la mala figura de la aldeana, y no imaginaba qué remedio tendría para volverla a su ser primero; y estos pensamientos le llevaban tan fuera de sí, que sin sentirlo soltó las riendas a Rocinante, el cual, sintiendo la libertad que se le daba, a cada paso se detenía a pacer la verde yerba de que aquellos campos abundaban.",1,0
Y aun yo,0,1
"Señor, un caudaloso río dividía dos términos de un mismo señorío, y esté vuestra merced atento, porque el caso es de importancia y algo dificultoso...",0,0
Por Dios,0,1
"Mas apenas la hubo visto Ambrosio, cuando con muestras de ánimo indignado le dijo:",0,0
"respondió el otro-, pero sepamos dónde ha parecido.» «En el monte",0,1
"dijo Sancho-, ¿qué es lo que vuestra merced quiere hacer en este tan remoto lugar?",0,0
"replicó Sancho-, mas quiera Dios, torno a decir, que orégano sea y no batanes.",0,0
"¡Asilde, hola, y llevalde, que yo haré que duerma allí sin aire esta noche!",0,0
"Dime, valeroso joven, que Dios prospere tus ansias, si te criaste en la Libia o en las montañas de Jaca, si sierpes te dieron leche, si a dicha fueron tus amas la aspereza de las selvas y el horror de las montañas.",1,0
Pues si ello es así,0,1
"Roque pasaba las noches apartado de los suyos, en partes y lugares donde ellos no pudiesen saber dónde estaba, porque los muchos bandos que el visorrey de Barcelona había echado sobre su vida le traían inquieto y temeroso, y no se osaba fiar de ninguno, temiendo que los mismos suyos o le habían de matar o entregar a la justicia.",1,0
Virtud es,0,1
"Y, sacudiéndose los dedos, se lavó toda la mano en el río, por el cual sosegadamente se deslizaba el barco por mitad de la corriente, sin que le moviese alguna inteligencia secreta, ni algún encantador escondido, sino el mismo curso del agua, blando entonces y suave.",0,0
"Salí de mi patria, empeñé mi hacienda, dejé mi regalo y entreguéme en los brazos de la fortuna, que me llevasen donde más fuese servida.",1,0
"No quiso desayunarse don Quijote, porque, como está dicho, dio en sustentarse de sabrosas memorias.",1,0
"A lo cual respondió el cautivo que de muy buena gana haría lo que se le mandaba, y que solo temía que el cuento no había de ser tal que les diese el gusto que él deseaba, pero que, con todo eso, por no faltar en obedecelle, le contaría.",1,0
